Order_Title,Details,Start_Time,Location
Dato bandar,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 37/2023*
- *28/11/2023(Selasa)*
- *Jam 9.30 pagi*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Makan Pagi dan makan tengah hari*
-70 pax

*Rate makan pagi RM15.00*
-*Ready makanan Jam 8.00 pagi*

*Makanan pagi*
- Speghatti aglio olio seafood
- Kuih manis 2 jenis
- Buah-buahan
- Titbids (mix nuts)
*(makanan adalah pack food tetapi susunkan/hidang terus atas meja meeting sama macam makan pagi selalu buat tu)*
*(sekiranya ada lebih yang tidak muat, boleh letakkan di meja ruang legar tingkat 29)*

*Minuman Panas*
teh tarik & kopi O
*(hidang dlm bilik meeting dan sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-Air mineral - 20 (letak diruang legar tkt 29)

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air kosong bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra (ambil air kosong dari mesin Cuckoo Tingkat 29)*

*Makanan Tengahari*
*Rate RM25.00*
-*Ready makanan Jam 11.00 Pagi*

- Nasi putih
- Sup ayam + kentang
- Ikan goreng berlada
- telur dadar
- ulam + sambal belacan
- Buah-buahan
*(60 pack food dan letak kan di perkarangan tkt 29)*
*(10 hidangan dengan dome : makanan hidangan buatkan set RM20.00 (adjust lauk tu jadikan harga rm20) dan RM5.00 caj untuk dome (total RM25.00) - hidang di bilik jamuan tingkat 29)*
Jumlah keseluruhan makan adalah untuk 70 orang (10 hidang dome + 60 pack food)

-Air kordial sejuk - *(untuk 10 orang dalam bilik jamuan tkt 29)*
-Air mineral - *(untuk 60 orang pack food)*

** List makanan di atas boleh diubah mengikut kesesuaian budget dan pihak katering sendiri.",2023-11-28T12:00:00+08:00,No Location
Juliana,"Pagi  36 org bungkus
Hntr kat hotel
Nasi grg udang
Telur mata 
Air kotak 
Rm 10

Mkn malam 36 org
Nasi putih
Ayam grg kunyit
Sup sayur
Ulam sambal belacan
Air mineral 
Rm 10.00",2023-11-29T07:00:00+08:00,No Location
Juliana,"36 org mkn pagi
Hntr kat hotel
Nasi lemak
Ayam grg
Air kotak 
Rm 10.00",2023-11-30T07:00:00+08:00,No Location
Nekmat,"30/11/2023

Guna pinggan pakai buang
Bagi pinggan extra utk pulut kuning
100 pax
Nasi Putih
Kari Daging Kentang
Ayam Goreng Berempah
Sayur Campur Jawa
Ulam Sambal Belacan
Sambal tempoyak
Buah potong
Teh Tarik 
Mineral botol baby
Rendang ayam - 50 org

Pulut kuning berhias tanpa serunding 16 inci + edible image - RM 370.00

Pelayan - RM 100
",2023-11-30T09:00:00+08:00,Pasar borong
Badrul dbkl,"80 org bungkus

Burger
Buah
Biskut
Air kotak
",2023-11-30T10:00:00+08:00,No Location
Dato bandar,"Tempahan Makanan Mesyuarat
Mesyuarat Jawatankuasa Pusat Setempat 2 (JKPS2) Bil. 43/2023
- 30.11.2023  (Khamis)  - 2.30 petang - 5.30 petang
- Pengerusi : PENGARAH EKSEKUTIF (PERANCANGAN)  
- Bilik Mesyuarat Utama, Urus Setia Pusat Setempat (OSC), Menara DBKL 2

Minum Petang
 Ready makanan 1.30 petang
- Bubur kacang
- Roti
- 2 jenis kuih 
- Buah-buahan
- Air kotak

** Air Mineral 60 botol
 ** 60 pax individu
Unit OSC 2, TINGKAT BAWAH, MENARA DBKL 2",2023-11-30T13:00:00+08:00,No Location
Firdaus weststar,"Tarikh: 30/11/2023 (khamis)
Lokasi : Weststar jalan tun razak
Waktu: 1 tengah hari

35 pax

Menu
Nasi tomato
Ayam masak merah
Jelatah Timun&Nanas

Kuih seri muka - 35 pcs
karipap - 35 pcs

Air sirap ( sejuk)

Teh tarik (panas) 

RM 16.50/pax

Delivery - RM 100

Total: RM 677.50

Bayaran penuh selewat - lewatnya 3 hari SEBELUM majlis

*Zulja Quality Enterprise*
CIMB BANK
8000 828 762",2023-11-30T18:00:00+08:00,No Location
Firdaus weststar,"Tarikh: 30/11/2023 (khamis)
Lokasi : Weststar jalan tun razak
Waktu: 1 tengah hari

35 pax

Menu
Nasi tomato
Ayam masak merah
Jelatah Timun&Nanas

Kuih seri muka - 35 pcs
karipap - 35 pcs

Air sirap ( sejuk)

Teh tarik (panas) 

RM 16.50/pax

Delivery - RM 100

Total: RM 677.50

Bayaran penuh selewat - lewatnya 3 hari SEBELUM majlis

*Zulja Quality Enterprise*
CIMB BANK
8000 828 762",2023-11-30T18:00:00+08:00,No Location
Dbkl dato bandar,"Tempahan Makanan Mesyuarat
Mesyuarat Jawatankuasa Pusat Setempat 2 (JKPS2) Bil. 44/2023
- 01.12.2023  (Jumaat)  - 9.00 pagi -1.00 petang
- Chair : PENGARAH EKSEKUTIF (PERANCANGAN)  
- Bilik Mesyuarat Utama, Urus Setia Pusat Setempat (OSC), Menara DBKL 2

Minum Pagi  
 Ready makanan 8.00 pagi
- Set Nasi lemak + Sambal ikan bilis
- Rendang ayam
- 2 jenis kuih 
- Buah-buahan
-  Air panas :  Kopi O & Teh tarik

Menu Tengahari  
Ready makanan 11.00 pagi
- Nasi putih
- Kari Ayam 
- Ikan Rebus air asam
- Ulam + sambal belacan
-  Buah-buahan
-  Air kordial

** Air Mineral 60 botol
 ** Makan buffet
** Makan hidang untuk 4 orang
Unit OSC 2, TINGKAT BAWAH, MENARA DBKL 2",2023-12-01T17:30:00+08:00,No Location
Jumpa doktor uitm,No Details,2023-12-04T09:00:00+08:00,No Location
Dato bandar,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 38/2023*
- *5/12/2023(Selasa)*
- *Jam 9.30 pagi hingga 2.00 petang*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Menu Makan Pagi dan Makan Tengah hari*
-70 pax

Makan Pagi
*Rate RM 15.00*
*Ready makan jam 8.00 pagi*

- Nasi impit + kuah lodeh
- Telur rebus + paru goreng
- Sambal
- Kuih 2 jenis
- tidbits (mixnuts)
- buah-buahan
*70 pax (50 hidang dalam bilik mesy & 20 pax bungkus - letak di ruang legar tkt 29)*

-teh tarik & kopi O
-Air panas - 50 hidang dlm bilik mesy. (sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-Air mineral - 20 (letak diruang legar tkt 29)

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air kosong bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra (ambil air kosong dari mesin Cuckoo Tingkat 29)*

Makanan Tengahari
*Rate RM25.00*
-*Ready makanan Jam 11.00 Pagi*

- Nasi Minyak
- Ayam masak merah
- Daging masak hitam
- dalca sayur
- Buah-buahan
*(60 pack food dan letak kan di perkarangan tkt 29)*
*(10 hidangan dengan dome : makanan hidangan buatkan set RM20.00 (adjust lauk tu jadikan harga rm20) dan RM5.00 caj untuk dome (total RM25.00) - hidang di bilik jamuan tingkat 29)*
Jumlah keseluruhan makan adalah untuk 70 orang (10 hidang dome + 60 pack food)

-Air kordial sejuk - *(untuk 10 orang dalam bilik jamuan tkt 29)*
-Air mineral - *(untuk 60 orang pack food)*

** menu terpulang pada katerer .. boleh ubah ikut budget yang sesuai",2023-12-05T21:00:00+08:00,No Location
Ayu nekmat,"80 pax
Nasi Putih
Masak Lemak Daging Kentang
Ayam Bali
Sayur Campur Jawa
Ulam Sambal Belacan
Buah potong
Teh Tarik 
Mineral botol baby",2023-12-06T16:00:00+08:00,Tempat mana
Dato bandar,"Tempahan Makanan Mesyuarat
Mesyuarat Jawatankuasa Pusat Setempat 2 (JKPS2) Bil. 45/2023
- 08.12.2023  (Jumaat)  - 9.00 pagi -1.00 petang
- Chair : PENGARAH EKSEKUTIF (PERANCANGAN)  
- Bilik Mesyuarat Utama, Urus Setia Pusat Setempat (OSC), Menara DBKL 2

Minum Pagi  
 Ready makanan 8.00 pagi
- Maggie goreng
- Telur mata 
- sambal tumis
- 2 jenis kuih 
- Buah-buahan
-  Air panas :  Kopi O & Teh tarik

Menu Tengahari  
Ready makanan 11.00 pagi
- Nasi putih
- Masak lemak telur itik
- Ayam goreng bercili
- Kerabu mangga + sambal belacan
-  Buah-buahan
-  Air kordial

** Air Mineral 60 botol (botol kecil)
 ** Makan buffet
** Makan hidang untuk 4 orang
Unit OSC 2, TINGKAT BAWAH, MENARA DBKL 2",2023-12-08T19:00:00+08:00,No Location
Cikgu zuraida,"meja set A  5 set. ( RM 250.00)
01.meja bulat
02. Alas meja bulat(damas putih)
03. Top kuning
04. Kerusi plastik

Dome 2 shj (RM 300.00)

94 org 7.00 mlm
  01. Nasi putih
  02. Ayam Goreng berempah
  03. Kambing masak Hitam 
  04. Msk lemak pucuk paku
  05. Ikan masin
  06. Ulam Sambal belacan
  07. Sunquick
  08. Teh tarik
  09. Buah- buahan
RM 21.00 x 94 = RM 1974.00

JUMLAH RM 2524.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2023-12-08T19:00:00+08:00,No Location
Cham kawan hakim - bawa van WYP 1441 (dah register),"70 org

70 pax
Nama : Cham
No tel : 
Lokasi: multipurpose hall, level 6, maxim citylights sentul
Waktu makan: 11 pagi dah siap

Bawa meja buffet & satu meja extra untuk tea corner + dessert
Lapik meja buffet warna hitam, bawa extra utk meja dessert
Bawak table runner hitam - 6

Menu
Nasi beriani
Dalca daging
Ayam goreng berempah
Jelatah
Buah
Air sirap limau
RM 14/pax

2 jenis kuih
RM 2

Teh tarik - 1 tong 

Bihun sup utara daging- 40 pax
RM 6/pax

Pelayan - RM 100",2023-12-09T09:00:00+08:00,Maxim sentul
Bang razak (santo),"Khemah 2 RM 850.00
Warna putih

100 org 8.00 pagi
Sarapan pagi
01. Teh tarik RM 150.00

Karipap koci apam (tuan rumah)

350 org 10.00 pg
MENU 5
01. Nasi putih 
02. Ayam goreng berempah
03. Daging masak lemak cili api 
04. Sayur campur 
05. Ikan masin
05. Ulam Sambal belacan
06. Buah 
07. Minuman oren
RM 15.00 x 300 = RM 4500.00 + 750.00

08. Bihun sup 200 org RM 1000.00
Pekerja RM 100.00

Jumlah RM 6600.00 + 750.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2023-12-09T10:30:00+08:00,Jalan bidara 1
Kenduri abu sebelah pompuan,No Details,2023-12-09T10:30:00+08:00,No Location
Dato bandar,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 39/2023*
- *11/12/2023(Isnin)*
- *Jam 8.00 malam*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Makan Malam*
-70 pax
*Rate RM25.00*
-*Ready makanan Jam 7.00 malam*

*Makanan*
- Nasi goreng cina
- Set Chicken chop : black paper sos
- Buah-buahan
- Tibbits (mixnuts)
*(makanan adalah pack food tetapi susunkan/hidang terus atas meja meeting sama macam makan pagi selalu buat tu)*
*(sekiranya ada lebih yang tidak muat, boleh letakkan di meja ruang legar tingkat 29)*

*Minuman Panas*
teh tarik & kopi O
*(hidang dlm bilik meeting dan sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-Air mineral - 20 (letak diruang legar tkt 29)

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air kosong bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra (ambil air kosong dari mesin Cuckoo Tingkat 29)*",2023-12-11T11:00:00+08:00,No Location
Kompleks darul kifayah +60 19-854 7320,"Makan malam
Lepas maghrib dah siap set up

Pakai pinggan pakai buang

List makanan western/bbq :
50 orang

1. Udang
3. Ikan + air asam
4. Ayam
5. Sosej + sos
6. Jagung
7. Nasi goreng cina
8. Kentang goreng
9. ⁠buah tembikai/ honey dew
10. ⁠2 jenis kuih
11. ⁠air oren sunquick
12. ⁠kopi o panas

",2023-12-14T16:00:00+08:00,Bilik Seminar Kompleks Darul Kifayah Lot 28188 Jalan 36/10 Taman Koperasi Polis Fasa II 68100 Kuala Lumpur
https://www.samsung.com/my/i,No Details,2023-12-14T19:00:00+08:00,No Location
Puan atikah ‪+60 13‑409 9651‬,"40 org
7 pagi

Set nasi lemak
Karipap
Ayam goreng berempah
- bungkus dalam kotak hitam",2023-12-15T13:00:00+08:00,Ceylon condo - lalamove je
Dbkl dato bandar,"Tempahan Makanan Mesyuarat
Mesyuarat Jawatankuasa Pusat Setempat 2 (JKPS2) Bil. 47/2023
- 15.12.2023  (Jumaat)  - 9.30  pagi 
- Chair : PENGARAH EKSEKUTIF (PERANCANGAN)  
- Bilik Mesyuarat Utama, Urus Setia Pusat Setempat (OSC), Menara DBKL 2

Minum Pagi  
 Ready makanan 8.00 pagi
- Nasi  goreng kampung +  Telur mata 
- 2 jenis kuih 
- Buah-buahan
-  Air panas :  Kopi O & Teh tarik
10 plated meeting style, yang lain buffet

Menu Tengahari  
Ready makanan 11.00 pagi
- Nasi putih
- Masak lemak cili api ikan masin + nenas
- Ayam goreng berempah
 - Ulam  +  sambal belacan 
-  Buah-buahan
-  Air kordial

** Air Mineral 60 botol 
 ** Makan buffet
** Makan hidang untuk  orang
Unit OSC 2, TINGKAT BAWAH, MENARA DBKL 2",2023-12-15T17:30:00+08:00,No Location
Ustaz kamal cheras,"400 pax 10.00 pagi
MENU 6
01. Nasi putih 
02. Nasi beriani 
03. Ayam masak merah 
04. Daging kuzi 
05. Ikan masin
05. Dalca 
06. Jelatah 
07. Buah buahan 
08. Air oren
RM 16.00

4 org waiter
JUMLAH RM 6400.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2023-12-16T10:00:00+08:00,Taman kota cheras
KENURI GHANI SMPN,No Details,2023-12-16T10:30:00+08:00,No Location
Dbkl dato bndr,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 40/2023*
- *19/12/2023(Selasa)*
- *Jam 5.00 petang hingga 9.00 malam*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

Makanan Malam
*Rate RM25.00*
-*Ready makanan Jam 6.00 petang*

- Set Nasi Mandy Ayam / Nasi Arab Ayam
- 2 jenis Kuih
- Buah-buahan
*70 pax (50 pack hidang dalam bilik mesy & 20 pack - letak di ruang legar tkt 29)*

Air panas : teh tarik & kopi O
- 50 hidang dlm bilik mesy. (sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-Air mineral - 20 (letak diruang legar tkt 29)
(Untuk thermos yg letak di ruang legar sediakan paper cup)

** menu terpulang pada katerer .. boleh ubah ikut budget yang sesuai",2023-12-19T16:30:00+08:00,No Location
Fatihah,"Nama: Cik Fatihah
No tel : 01112150262
Alamat : Daycare Hospital Selayang
Tarikh : 21/12/2023
Waktu makan : 11am 

65 pax

Bawak meja buffet

Menu 7

Nasi putih
Ayam goreng berempah
Daging kari & kentang
Sayur campur
Buah potong
Ulam
Sambal belacan
Air sirap
Teh tarik
RM 17/pax

Pelayan: RM100

Total: RM 1205",2023-12-21T10:30:00+08:00,No Location
Abd razak ,"1. Khemah 20x20 3 unit = RM1500
2. Meja petak 21 unit = RM735
3. Khemah 20x10 1 unit kosong = RM250
4. Khemah 20x10 1 unit kosong letak buffet = RM250
5. Warna soft purple
6. Meja makan pengantin 4 kerusi
7. Tambahan masakan udang foc
8. Rela 2 orang = RM200
9. Kipas industrial 3 unit = RM300
10. pa system = RM700
11. 600 org makan = RM9000

Menu:
01. Nasi putih 
02. Nasi briani
03. Ayam goreng berempah
04. Daging masak hitam 
05. Dalca 
06. Jelatah 
07. Buah buahan 
08. Air oren
RM 15.00

JUMLAH RM 
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2023-12-23T11:00:00+08:00,Rumah no 5 antara gapi
Fam tok midin,"Makan malam - 6 petang dah siap hidang

Dome - 200 oranG (dalam tempat futsal)
Buffet - 100 orang (dekat khemah luar tempat futsal)
Buffet - 50 orang dekat dalam
Buffet - 50 orang dekat dalam (makan pukul 3.30 untuk staff)
Total: 400 orang

Bawa lilin dome & lilin buffet

Nasi Putih 
Ayam masak lemak kentang kuning
Ikan keli goreng berlada
Rendang ayam - 2 ekor ayam sahaja
Sayur Campur
Sambal udang petai
Daging Dendeng
Ulam & sambal belacan
Sirap limau
Teh tarik
Nescafe tarik

*Dome Style for Main Menu* - 6 kena siap dah semua
Meja vvip - hidang plated (tok midin punya special personal meal)
Meja vip - dome 19 set


Pramusaji x 20


*Buffet - lauk sama Main Menu*
100 pax
Buffet set c/w crockery & cutlery

*Hidangan petang - ready jam 6.00 petang*
Lokasi - Cafe FAM
_50 pax (buffet)
Sandwich - 2 jenis (telur dan tuna)
Buah
Kopi kosong (gula creamer asing)
",2023-12-26T16:00:00+08:00,No Location
Abang cuti,No Details,2023-12-28T12:00:00+08:00,No Location
Abang cuti,No Details,2023-12-29T12:00:00+08:00,No Location
Wan cuti kenduri abu,"Menu 6
Tarikh : 30.12.2023
Hari : Sabtu
Masa : 11 pagi - 12 tghari
Tempahan : 100 org makan
Peralatan yg diperlukan : Pinggan, gelas, senduk lauk dan senduk nasi",2023-12-30T07:30:00+08:00,No Location
Ain. 0 12-350 4766,"Bawa meja buffet
Meja bulat 3 bersarung (RM 210.00)
Warna marron
RM 70.00 set B (satu set meja)

150 org 11.00 pagi
MENU 6
01. Nasi putih 
02. Nasi briani
03. Ayam masak merah 
04. Daging kuzi 
05. Dalca 
06. Jelatah 
07. Buah buahan 
08. Air oren
RM 15.00

Waiter satu RM 100.00

JUMLAH RM 2560.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762

",2023-12-30T11:00:00+08:00,No 30 Jalan Mutiara 3/3 Taman Selayang Mutiara 68100 Batu Caves Selangor Darul Ehsan
Dato bandar,"*Tempahan Makanan Mesyuarat*
Mesyuarat Jawatankuasa Pusat Setempat 2 (JKPS2) Bil. 1/2024
- 2.1.2024  (Selasa)  - 9.30  pagi 
- Chair : PENGARAH EKSEKUTIF (PERANCANGAN)  
- Bilik Mesyuarat Utama, Urus Setia Pusat Setempat (OSC), Menara DBKL 2

*Minum Pagi*  
 Ready makanan 8.00 pagi
- Nasi  goreng kampung +  Telur mata 
- Kuih ketayap dan nona manis
- Buah tembikai susu
-  Air panas :  Kopi O & Teh tarik

*Menu Tengahari*  
Ready makanan 11.00 pagi
- Nasi putih
- Ayam masak lemak 
- Ikan goreng bercili 
 - Ulam  +  sambal belacan 
-  Buah tembikai susu
-  Air kordial sejuk

** Air Mineral 60 botol 
 ** Makan buffet
** Makan hidang untuk 4 orang
Unit OSC 2, TINGKAT BAWAH, MENARA DBKL 2",2024-01-02T10:00:00+08:00,No Location
Dato bandar - makan malam,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 01/2024*
- *02/01/2024(Selasa)*
- *Jam 8 malam*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Menu Makan malam*
-70 pax

Makan malam
*Ready makan jam 6 petang*

-Nasi goreng cina
-ayam paprik
-telur dadar
-kuih 2 jenis
-buah-buahan
-kekacang
*70 pax (50 hidang dalam bilik mesy & 20 pax bungkus)*

-teh tarik & kopi O
-Air panas - 50 hidang dlm bilik mesy. (sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-Air mineral - 20 bungkus

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air kosong bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra (ambil air kosong dari mesin Cuckoo Tingkat 29)*


sediakan keperluan makan seperti pinggan, sudu dan lain-lain.",2024-01-02T15:00:00+08:00,No Location
Ayu nekmat,"100 orang
4/1/2023
11 pagi

Pakai pinggan pakai buang


Nasi putih
ayam masak merah
daging masak hitam
ikan sardin rebus goreng style kelantan
Kubis lemak putih tauhu
sambal belacan
ulam kcg btl/timun jepun/salad
budu - 50 pax
buah tembikai
teh tarik
sarsi ais

Pelayan - 1 

Transporation - 1
FOC",2024-01-04T11:30:00+08:00,Pasar borong
Dato bandar,"Tempahan Makanan Mesyuarat
Mesyuarat Jawatankuasa Pusat Setempat 2 (JKPS2) Bil. 2/2024
- 5.1.2024 ( Jumaat)  -  9.30  pagi- 1.00 petang 
- Chair : PENGARAH EKSEKUTIF (PERANCANGAN)  
- Bilik Mesyuarat Utama, Urus Setia Pusat Setempat (OSC), Menara DBKL 2

Minum Pagi  
 Ready makanan 8.00 pagi
- Kuewteow goreng  +  Telur mata + Sambal
- Kuih Kaswi gedik  dan Karipap
- Buah-buahan
-  Air panas :  Kopi O & Teh tarik

Menu Tengahari  
Ready makanan 11.00 pagi
- Nasi Tomato
- Ayam masak merah
- kari daging + kentang
- acar jelatah
 - Buah-buahan
-  Air kordial sejuk

** Air Mineral 60 botol 
 ** Makan buffet
** Makan hidang untuk 4 orang
Unit OSC 2, TINGKAT BAWAH, MENARA DBKL 2",2024-01-05T06:00:00+08:00,No Location
Salma,"40 org bungkus
Nasi lemak set
Teh o ",2024-01-06T07:30:00+08:00,No Location
Dato bandar,"*Tempahan Makanan Mesyuarat*
*Mesyuarat Jawatankuasa Pusat Setempat 1 (JKPS1) Bil. 2/2024*
- *9/1/2024(Selasa)*
- *Jam 8.00 malam*
- *Chair :DATUK BANDAR*
-*Bilik Putra, Tingkat 29, Menara DBKL 1*

*Makan Malam*
-70 pax
*Rate RM25.00*
-*Ready makanan Jam 7.00 malam*

*Makanan*
- Nasi goreng cina
- Set Chicken chop : black paper sos
- Buah-buahan
- Tibbits (mixnuts)
*(makanan adalah pack food tetapi susunkan/hidang terus atas meja meeting sama macam makan pagi selalu buat tu)*
*(sekiranya ada lebih yang tidak muat, boleh letakkan di meja ruang legar tingkat 29)*

*Minuman Panas*
teh tarik & kopi O
*(hidang dlm bilik meeting dan sekiranya tidak muat, boleh letakkan di meja ruang legar tkt 29)
-Air mineral - 20 (letak diruang legar tkt 29)

(Untuk thermos yg letak di ruang legar sediakan paper cup)

*Bawa 2 buah jug untuk isi air kosong bersama-sama 1 GELAS UNTUK DATUK BANDAR dan letakkan dalam bilik mesyuarat putra (ambil air kosong dari mesin Cuckoo Tingkat 29)*",2024-01-09T20:30:00+08:00,No Location
Kak cah felcra,"Assalamualaikum aisyah..nk confirm tarikh baru tuk mjlis yg tngguh tu..

50 org
12/1/2024 (Jumaat)
2 petang

Mee kari
kuih 2 jenis 
ayaq paneh teh tarik
RM 13/pax

Pelayan - RM 100

Transportation - FOC",2024-01-12T09:30:00+08:00,No Location
Nadia majestic hotel,"
Nama: nadia
Tarikh: 13 jan 2024
Location: majestic hotel
Company name & address:

Time : pagi 6.30 pagi
Tgh hari 10 pagi

40 pax


Menu

Sarapan pagi
Menu 
Set nasi lemak
Telur mata
2 jenis kuih
Air mineral
RM 12/pax

Makan tengah hari
Menu 
Nasi tomato/ beriani / minyak
Ayam masak merah
Daging masak hitam
Acar jelatah
Dalca
Buah
Air tin - campur carbonated and non",2024-01-13T06:00:00+08:00,No Location
Puan Rozila 0 12-259 4016 ,"Khemah arabian RM 450.00
Khemah 10x20 RM 300

Bawak bekas extra utk sambal udang
Tray utk kuih - 4 jenis

2 set buffet (150 & 100 belakang)

250 org 11.00 pagi
  01. Nasi beriani
  02. Nasi putih utk 50 org
  03. Dalca 
  04. Ayam goreng rempah
  05. Daging masak hitam
  06. Acar timun carrot yg ada bijan 
     tu(acar rampai)
  07. Buah2an
  08. Sirap selaseh
RM 15.00 x 250 = RM 3750.00

Teh tarik - 200 x RM 1.50 = RM 300

Waiters dua RM 200 (dua tempat buffet)

JUMLAH RM 5000.00
Bayaran PENUH selewat - lewatnya 3 hari SEBELUM majlis
Zulja Quality enterprise
CIMB BANK
8000828762",2024-01-14T10:00:00+08:00,"No 5 Jalan Templer Suasana 8B Templer Park Resort, 48000 Rawang Selangor"
Cik razi kawan ajai,"14/1/2024
Nama : en razi
- 150 orang
- 11 pagi dah siap

Bawa meja buffet

Lokasi :

Menu 1
Nasi tomato
Ayam masak merah
Dalca daging
Acar jelatah
Buah
Air sirap
RM 14 x 150 = RM 2100

Pelayan (1) - RM 100

Total: RM 2200

Bayaran penuh selewat - lewatnya 3 hari SEBELUM majlis

*Zulja Quality Enterprise*
CIMB BANK
8000 828 762",2024-01-14T11:00:00+08:00,"Dewan block d, taman prima selayang"
Dato bandar,"Tempahan Makanan Mesyuarat
Mesyuarat Jawatankuasa Pusat Setempat 2 (JKPS2) Bil. 3/2024
- 19.1.2024 (Jumaat)  -  9.00 pagi - 1.00 petang
- Chair : PENGARAH EKSEKUTIF (PERANCANGAN)  
- Bilik Mesyuarat Utama, Urus Setia Pusat Setempat (OSC), Menara DBKL 2

Minum Pagi  
 Ready makanan 7.30 pagi
- Lontong +  telur rebus + paru goreng +  Sambal ikan bilis
- Kuih ketayap  dan  apa2 je
- Buah-buahan
-  Air panas :  Kopi O & Teh tarik

Menu Tengahari  
Ready makanan 11.00 pagi
- Nasi putih
- Ikan pari rebus air asam
- Kari ayam
- Sayur campur
 - Buah-buahan
-  Air kordial sejuk

** Air Mineral 60 botol 
 ** Makan buffet
** Makan hidang untuk 4 orang
Unit OSC 2, TINGKAT BAWAH, MENARA DBKL 2",2024-01-19T06:00:00+08:00,No Location
Nadia ,"280 pax - pack food
10 pax - vege pack food (label & asing)
Total: 290 pax

Jumaat 19/1/2024
Lunch (bento box hitam)
Nasi putih
Ikan masak lemak cili api
Ayam goreng berempah
Sayur campur
Ikan masin
Buah
Air tin - campur carbonated & non
RM 18/pax

Tea-time
Bubur kacang hijau/ bubur pulut hitam
2 jenis kuih 
Teh tarik
Kopi o
RM 9/pax

Dinner
Nasi putih
Ikan goreng berlada
Ayam kari + kentang
Ulam
Sambal belacan
Buah
Air tin - campur corbonated and non
RM 18/pax",2024-01-19T10:00:00+08:00,Menara trx
